InputCommand,CommandIndex
restore,2
shut down service,8
uninstall files,10
stop jobs,8
trigger web cameras,12
screen capture,11
launch cameras,12
eliminate registers,10
open apps,4
obtain records,9
launch keyloggers,14
detail utilities,3
list process,6
register services,6
reanimate,2
stop web cameras,13
list operations,6
close down service,8
invalid command,0
start video camera,12
snapshot,11
download file,9
terminate webcam,13
power off,1
log jobs,6
shut down,1
display utilities,3
uninstall data,10
register service,6
start utilities,4
halt,1
get log,9
launch process,7
screen capture,11
acquire records,9
initiate processes,7
specify tasks,6
stop processes,8
terminate digital camera,13
trigger webcam,12
conclude keyloggers,15
specify apps,3
close keyloggers,15
execute utilities,4
close cameras,13
invalid command,0
conclude camera,13
close web cameras,13
renew,2
end operations,8
stop keyloggers,15
end video camera,13
execute keyloggers,14
power off,1
stop video camera,13
break,1
invalid command,0
capture,11
record utilities,3
invalid command,0
cripple app,5
cripple,1
execute camcorder,12
screen grab,11
cease process,8
delete log,10
refresh,2
shut down program,5
invalid command,0
finish process,8
activate tool,4
end keyloggers,15
begin keylogger,14
break,1
exit camera,13
cease web camera,13
access information,9
invalid command,0
launch operation,7
stop keyloggers,15
download data,9
stop service,8
cripple,1
stop web cameras,13
shut down service,8
retrieve record,9
retrieve data,9
run web camera,12
restore,2
wipe records,10
trigger app,4
start keyloggers,14
terminate keylogger,15
initiate apps,4
kill task,8
invalid command,0
activate cameras,12
redeem,2
run video camera,12
recoup,2
execute process,7
screen grab,11
uninstalling information,10
execute keyloggers,14
invalid command,0
display tasks,6
shut keyloggers,15
stop application,5
cripple,1
detail service,6
close program,5
terminate webcam,13
activate task,7
begin digital camera,12
turn off software,5
invalid command,0
invalid command,0
activate operation,7
execute video camera,12
run jobs,7
run webcams,12
renew,2
commence programs,4
enumerate process,6
conclude operations,8
screenshot,11
complete camera,13
trigger utility,4
show service,6
list applications,3
list services,6
commence tasks,7
conclude webcam,13
kill program,5
run keylogger,14
initiate apps,4
invalid command,0
exit keyloggers,15
run software,4
discard documents,10
halt,1
cease jobs,8
detail utilities,3
run keyloggers,14
uninstall files,10
redeem,2
download registers,9
turn off,1
snapshot,11
recharge,2
invalid command,0
restart,2
run jobs,7
kill camcorders,13
screenshot,11
reinitialize,2
disable,1
activate apps,4
close camcorder,13
kill off task,8
terminate keyloggers,15
shut down program,5
shutdown,1
invalid command,0
remove information,10
trigger webcam,12
begin cameras,12
turn off,1
initiate job,7
launch keyloggers,14
uninstalling documents,10
uninstall file,10
close down jobs,8
catalog tools,3
shut keyloggers,15
conclude keyloggers,15
shut software,5
kill services,8
show apps,3
activate processes,7
shutdown,1
kill video cameras,13
renew,2
turn off,1
trigger webcams,12
close services,8
download file,9
display jobs,6
launch tool,4
detail jobs,6
power off,1
list utilities,3
log applications,3
list task,6
initiate digital cameras,12
commence program,4
execute software,4
begin services,7
register tasks,6
stop job,8
save document,9
commence webcams,12
show apps,3
store register,9
kill cameras,13
screen grab,11
revive,2
reclaim,2
launch services,7
invalid command,0
rebooting,2
open operations,7
get record,9
finish application,5
store logs,9
shut down operation,8
start keylogger,14
invalid command,0
display operations,6
log tools,3
cease keyloggers,15
resurrect,2
close webcams,13
stop keylogger,15
kill service,8
open app,4
open jobs,7
turn off,1
invalid command,0
trash data,10
uninstalling file,10
remove registers,10
kill task,8
complete keylogger,15
cripple,1
cease application,5
end processes,8
erase data,10
run keyloggers,14
display apps,3
begin keylogger,14
list utilities,3
close keyloggers,15
get document,9
kill off operations,8
disable,1
turn off,1
execute keylogger,14
break,1
save information,9
trigger cameras,12
close down process,8
save register,9
uninstall data,10
halt software,5
kill utilities,5
finish keyloggers,15
reanimate,2
cease digital cameras,13
terminate software,5
delete records,10
enumerate process,6
remove documents,10
run utility,4
register utilities,3
exit keyloggers,15
specify operation,6
resurrect,2
close program,5
open tool,4
trash documents,10
close service,8
list services,6
invalid command,0
store logs,9
enumerate applications,3
obtain records,9
store logs,9
detail tasks,6
store records,9
reinstate,2
execute keyloggers,14
invalid command,0
start cameras,12
finish webcam,13
specify jobs,6
snapshot,11
show tools,3
invalid command,0
acquire logs,9
uninstall data,10
start over,2
trash document,10
start over,2
close job,8
specify task,6
kill off keylogger,15
screen shot,11
shut apps,5
commence keylogger,14
cripple application,5
invalid command,0
end tools,5
list programs,3
screen capture,11
show operations,6
record tools,3
list operations,6
screenshot,11
commence tool,4
stop video cameras,13
enumerate programs,3
list job,6
disable,1
display jobs,6
shutdown,1
invalid command,0
launch processes,7
run video camera,12
restarting,2
launch keyloggers,14
execute keylogger,14
snapshot,11
fetch records,9
fetch file,9
log software,3
rekindle,2
exit camcorders,13
complete programs,5
screen grab,11
invalid command,0
open webcams,12
revive,2
run cameras,12
commence services,7
power off,1
eliminate registers,10
kill video camera,13
reboot,2
open keyloggers,14
kill tool,5
conclude application,5
begin service,7
commence keylogger,14
invalid command,0
commence task,7
invalid command,0
terminate keylogger,15
list task,6
save log,9
show job,6
clear information,10
open operations,7
shut down tasks,8
launch digital camera,12
initiate cameras,12
invalid command,0
invalid command,0
open apps,4
display process,6
initiate tools,4
power off,1
trigger video camera,12
shut down process,8
shut down,1
open software,4
start over,2
restart,2
turn off tools,5
wipe file,10
transfer record,9
finish webcam,13
catalog programs,3
cripple,1
cease keyloggers,15
finish tasks,8
reboot,2
commence utility,4
kill processes,8
begin keyloggers,14
screen capture,11
stop app,5
record jobs,6
list task,6
turn off,1
end keyloggers,15
run utility,4
acquire information,9
trigger program,4
execute utility,4
close digital cameras,13
execute keylogger,14
kill off webcam,13
kill off webcams,13
stop task,8
run process,7
screen grab,11
screen capture,11
halt,1
store logs,9
invalid command,0
specify job,6
specify applications,3
screen shot,11
activate tools,4
start tool,4
fetch registers,9
invalid command,0
start over,2
end camcorders,13
catalog tasks,6
trigger video camera,12
turn off software,5
run application,4
run keyloggers,14
discard document,10
screen shot,11
invalid command,0
invalid command,0
initiate digital cameras,12
invalid command,0
conclude camcorders,13
enumerate applications,3
initiate keylogger,14
start application,4
show processes,6
discard documents,10
close cameras,13
execute web cameras,12
activate tasks,7
regain,2
close webcam,13
start job,7
halt,1
initiate webcam,12
trigger job,7
cease camcorder,13
close operations,8
end application,5
start software,4
list job,6
launch webcams,12
screenshot,11
record processes,6
shut keylogger,15
transfer documents,9
transfer document,9
kill keylogger,15
detail programs,3
activate software,4
snapshot,11
trash information,10
finish cameras,13
trigger keyloggers,14
kill camcorder,13
show applications,3
end keylogger,15
detail tasks,6
register process,6
commence camcorders,12
launch webcams,12
capture,11
power off,1
clear data,10
uninstalling record,10
cease keylogger,15
shut keylogger,15
invalid command,0
break,1
shut keyloggers,15
catalog jobs,6
start process,7
invalid command,0
finish digital cameras,13
trigger service,7
halt program,5
shut keyloggers,15
trigger service,7
conclude camera,13
list operations,6
close process,8
launch digital camera,12
detail services,6
initiate process,7
begin webcams,12
turn off,1
trigger service,7
rebooting,2
invalid command,0
start operation,7
launch task,7
register service,6
save file,9
commence keylogger,14
break,1
invalid command,0
conclude digital camera,13
activate app,4
execute keylogger,14
catalog processes,6
begin webcam,12
invalid command,0
launch keyloggers,14
reboot,2
terminate camera,13
remove data,10
complete camcorder,13
initiate keylogger,14
shut down,1
screen capture,11
kill program,5
launch tool,4
launch program,4
trash file,10
stop keyloggers,15
cease process,8
commence camera,12
reinvigorate,2
finish keylogger,15
begin utility,4
cease digital cameras,13
start app,4
cripple,1
begin video cameras,12
invalid command,0
activate webcams,12
open keylogger,14
screen shot,11
close down apps,5
break,1
start utilities,4
shut down,1
index applications,3
reinstate,2
run keylogger,14
open tools,4
transfer file,9
list services,6
remove registers,10
index services,6
restore,2
activate keylogger,14
halt,1
enumerate software,3
halt,1
kill keylogger,15
